,apoptosis,autophagy,ferroptosis,necroptosis,pyroptosis,others
PTPN14,0,0,0,0,0,1
BTK,1,0,0,0,0,1
GCNT1,0,0,0,0,0,1
VIL1,1,0,0,0,0,1
ARHGEF15,0,0,0,0,0,1
SCN1B,0,0,0,0,0,1
CPB1,0,0,0,0,0,1
AIFM1,1,0,0,1,0,1
TCN1,0,0,0,0,0,1
ZNF415,0,0,0,0,0,1
GATA4,0,0,0,0,0,1
CMAHP,0,0,0,0,0,1
WDR76,0,0,0,0,0,1
STRN,0,0,0,0,0,1
EXOG,0,0,0,0,0,1
HAPLN1,0,0,0,0,0,1
KATNA1,0,0,0,0,0,1
GEMIN4,0,0,0,0,0,1
RUNX1T1,0,0,0,0,0,1
GLS2,0,0,0,0,0,1
VAV2,0,0,0,0,0,1
CORO2A,0,0,0,0,0,1
AVIL,0,0,0,0,0,1
RRAGB,0,1,0,0,0,1
GSPT2,0,0,0,0,0,1
STEAP1,0,0,0,0,0,1
HSPA4L,0,0,0,0,0,1
CR2,0,0,0,0,0,1
DNAJC8,0,0,0,0,0,1
TYK2,0,0,0,1,0,1
TAGLN,0,0,0,0,0,1
PCP4,0,0,0,0,0,1
BABAM2,1,0,0,0,0,1
SV2B,0,0,0,0,0,1
CSRP3,0,0,0,0,0,1
DNASE1L3,1,0,0,0,0,1
MSX2,0,0,0,0,0,1
BPI,0,0,0,0,0,1
TRAF6,0,1,0,0,0,1
PCSK5,0,0,0,0,0,1
KCTD17,0,0,0,0,0,1
RPP38,0,0,0,0,0,1
KISS1,0,0,0,0,0,1
PAGE4,0,0,0,0,0,1
FXN,0,0,0,0,0,1
CHST1,0,0,0,0,0,1
AQP9,0,0,0,0,0,1
LAMP3,0,0,0,0,0,1
LIPT1,0,0,0,0,0,1
ANGPT2,0,0,0,0,0,1
SNX7,0,0,0,0,0,1
C1QL1,0,0,0,0,0,1
SERPIND1,0,0,0,0,0,1
PYGM,0,0,0,1,0,1
ROR2,0,0,0,0,0,1
HRH1,0,0,0,0,0,1
NOS3,0,0,0,0,0,1
GGT5,0,0,0,0,0,1
ALG13,0,0,0,0,0,1
ETV6,0,0,0,0,0,1
VGF,0,0,0,0,0,1
MYL3,0,0,0,0,0,1
RASGRP1,0,0,0,0,0,1
SLC4A1,0,0,0,0,0,1
PDE9A,0,0,0,0,0,1
ZNF652,0,0,0,0,0,1
DSG3,1,0,0,0,0,1
SMURF2,0,0,0,0,0,1
SLC44A4,0,0,0,0,0,1
TRAIP,1,0,0,0,0,1
TRAF1,1,0,0,0,0,1
HOXB5,0,0,0,0,0,1
PSG7,0,0,0,0,0,1
DIAPH2,0,0,0,0,0,1
HOXD9,0,0,0,0,0,1
SCYL3,0,0,0,0,0,1
ANGPT1,0,0,0,0,0,1
MYOM1,0,0,0,0,0,1
TNFSF12,1,0,0,0,0,1
MMRN1,0,0,0,0,0,1
SYT17,0,0,0,0,0,1
CPA1,0,0,0,0,0,1
PRRG2,0,0,0,0,0,1
PRRG1,0,0,0,0,0,1
MEOX1,0,0,0,0,0,1
F10,0,0,0,0,0,1
ALKBH1,0,0,0,0,0,1
SMPD2,0,0,0,0,0,1
ALDH3A1,0,0,0,0,0,1
CPA3,0,0,0,0,0,1
CALB1,0,0,0,0,0,1
CDA,0,0,0,0,0,1
CRH,0,0,0,0,0,1
PIP5K1B,0,0,0,0,0,1
ALAS1,0,0,0,0,0,1
ZDHHC24,0,0,0,0,0,1
SH3GL3,0,0,0,0,0,1
ADGRB3,0,0,0,0,0,1
AOAH,0,0,0,0,0,1
ALDH3B1,0,0,0,0,0,1
CNTRL,0,0,0,0,0,1
SNRPG,0,0,0,0,0,1
REPS2,0,0,0,0,0,1
PAX6,0,0,0,0,0,1
RAD52,0,0,0,0,0,1
WNT2,0,0,0,0,0,1
FGA,0,0,0,0,0,1
RAPGEF4,0,0,0,0,0,1
TTLL1,0,0,0,0,0,1
CTSG,0,0,0,0,0,1
C4BPA,0,0,0,0,0,1
MDM4,0,0,0,0,0,1
PCDH17,0,0,0,0,0,1
HAAO,0,0,0,0,0,1
SNAPC4,0,0,0,0,0,1
HDAC9,0,0,0,0,0,1
PCBP3,0,0,0,0,0,1
KIN,0,0,0,0,0,1
FMO1,0,0,0,0,0,1
WRN,0,0,0,0,0,1
LY75,0,0,0,0,0,1
NCAM2,0,0,0,0,0,1
GAL3ST1,0,0,0,0,0,1
HLA-DOB,0,0,0,0,0,1
XPA,0,0,0,0,0,1
ASB9,0,0,0,0,0,1
FXYD2,0,0,0,0,0,1
MTTP,0,0,0,0,0,1
CYP27B1,0,0,0,0,0,1
DLEU1,0,0,0,0,0,1
AP3B2,0,0,0,0,0,1
ACAN,0,0,0,0,0,1
MMP10,0,0,0,0,0,1
BCL2A1,1,0,0,0,0,1
TPSAB1,0,0,0,0,0,1
DENND4C,0,0,0,0,0,1
UBFD1,0,0,0,0,0,1
TFAP4,0,0,0,0,0,1
PCNX2,0,0,0,0,0,1
BUD31,0,0,0,0,0,1
SYNGR3,0,0,0,0,0,1
CD38,0,0,0,0,0,1
TNNT3,0,0,0,0,0,1
TYRP1,0,0,0,0,0,1
SDS,0,0,0,0,0,1
GFRA1,0,0,0,0,0,1
SCGN,0,0,0,0,0,1
MAP2K6,1,0,0,0,0,1
HSD17B6,0,0,0,0,0,1
IPO8,0,0,0,0,0,1
ATP6V0A2,0,0,0,0,0,1
ANKRD26,0,0,0,0,0,1
IL17RA,0,0,0,0,0,1
TRPM2,0,0,0,0,0,1
CDS1,0,0,0,0,0,1
LRP2,0,0,0,0,0,1
ATP5F1C,0,0,0,0,0,1
COMP,1,0,0,0,0,1
BST1,0,0,0,0,0,1
SLC25A40,0,0,0,0,0,1
ITGB7,0,0,0,0,0,1
PAH,0,0,0,0,0,1
POMC,0,0,0,0,0,1
GFRA2,0,0,0,0,0,1
CNTFR,0,0,0,0,0,1
SCGB1A1,0,0,0,0,0,1
TEP1,0,0,0,0,0,1
TENM1,0,0,0,0,0,1
OSMR,0,0,0,0,0,1
ABLIM3,0,0,0,0,0,1
BLM,0,0,0,0,0,1
AFF3,0,0,0,0,0,1
FABP3,0,0,0,0,0,1
ZNF107,0,0,0,0,0,1
RBM42,0,0,0,0,0,1
TNNI3,0,0,0,0,0,1
STAC,0,0,0,0,0,1
DOC2A,0,0,0,0,0,1
ADAM17,0,0,0,0,0,1
CBLN1,0,0,0,0,0,1
CYP1A1,0,0,0,0,0,1
BPHL,0,0,0,0,0,1
SH3GL2,0,0,0,0,0,1
GSTM5,0,0,0,0,0,1
F2,0,0,0,0,0,1
ITIH3,0,0,0,0,0,1
F8,0,0,0,0,0,1
ENTPD5,0,0,0,0,0,1
CD8A,0,0,0,0,0,1
SULT2B1,0,0,0,0,0,1
OGG1,0,0,0,0,0,1
DUS4L,0,0,0,0,0,1
TCAP,0,0,0,0,0,1
EREG,0,0,0,0,0,1
SLC27A2,0,0,0,0,0,1
GSR,0,0,0,0,0,1
AKAP7,0,0,0,0,0,1
CPEB3,0,0,0,0,0,1
F12,0,0,0,0,0,1
FAM50B,0,0,0,0,0,1
FMO5,0,0,0,0,0,1
DUSP9,0,0,0,0,0,1
KLK7,0,0,0,0,0,1
RAMP2,0,0,0,0,0,1
BIK,1,0,0,0,0,1
VPS9D1,0,0,0,0,0,1
FGF7,0,0,0,0,0,1
KLK13,0,0,0,0,0,1
ARVCF,0,0,0,0,0,1
ITGAM,0,0,0,0,0,1
ZC3H11A,0,0,0,0,0,1
CD1D,0,0,0,0,0,1
SKAP1,0,0,0,0,0,1
CCN5,0,0,0,0,0,1
NOVA1,0,0,0,0,0,1
NRXN3,0,0,0,0,0,1
TCP11L1,0,0,0,0,0,1
IL7R,0,0,0,0,0,1
SLC3A1,0,0,0,0,0,1
RASGRP3,0,0,0,0,0,1
TRPC1,0,0,0,0,0,1
ROR1,0,0,0,0,0,1
ROM1,0,0,0,0,0,1
TUFT1,0,0,0,0,0,1
WASL,0,0,0,0,0,1
POLG2,0,0,0,0,0,1
MAT1A,0,0,0,0,0,1
GRM3,0,0,0,0,0,1
REG3A,0,0,0,0,0,1
SIX1,1,0,0,0,0,1
BRINP1,0,0,0,0,0,1
MARCO,0,0,0,0,0,1
APOC3,0,0,0,0,0,1
KLRK1,0,0,0,0,0,1
RGS12,0,0,0,0,0,1
PCSK1,0,0,0,0,0,1
MYOM2,0,0,0,0,0,1
CCK,0,0,0,0,0,1
MMP3,0,0,0,0,0,1
HSD17B1,0,0,0,0,0,1
CLGN,0,0,0,0,0,1
CD2,1,0,0,0,0,1
CPA4,0,0,0,0,0,1
PART1,0,0,0,0,0,1
GYPA,0,0,0,0,0,1
TSPOAP1,0,0,0,0,0,1
GH1,0,0,0,0,0,1
JAK2,1,0,0,1,0,1
VNN1,0,0,0,0,0,1
CACNA1H,0,0,0,0,0,1
PTPRB,0,0,0,0,0,1
PRSS22,0,0,0,0,0,1
GAS2,1,0,0,0,0,1
UQCRB,0,0,0,0,0,1
GABRB3,0,0,0,0,0,1
NME6,1,0,0,0,0,1
CDK5R2,0,0,0,0,0,1
ZBTB7B,0,0,0,0,0,1
TULP3,0,0,0,0,0,1
ZNF197,0,0,0,0,0,1
SLC14A1,0,0,0,0,0,1
SLC18A2,0,0,0,0,0,1
NGFR,1,0,0,0,0,1
LY86,0,0,0,0,0,1
SPIB,0,0,0,0,0,1
GREB1,0,0,0,0,0,1
S100A12,0,0,0,0,0,1
SLC7A4,0,0,0,0,0,1
ARID3A,0,0,0,0,0,1
FCN3,0,0,0,0,0,1
PRSS1,0,0,0,0,0,1
PIGL,0,0,0,0,0,1
ITPKA,0,0,0,0,0,1
LIFR,0,0,0,0,0,1
PRKD1,1,0,0,0,0,1
ZNF74,0,0,0,0,0,1
ZBTB16,1,0,0,0,0,1
REG1B,0,0,0,0,0,1
JAKMIP2,0,0,0,0,0,1
ADORA2B,0,0,0,0,0,1
FABP1,0,0,0,0,0,1
NLGN1,0,0,0,0,0,1
ARSL,0,0,0,0,0,1
NOLC1,0,0,0,0,0,1
SLC22A4,0,0,0,0,0,1
NFATC4,0,0,0,0,0,1
CX3CR1,0,0,0,0,0,1
CCNA1,0,0,0,0,0,1
KRT1,0,0,0,0,0,1
PNOC,0,0,0,0,0,1
KCNN3,0,0,0,0,0,1
MICA,0,0,0,0,0,1
FOXJ1,0,0,0,0,0,1
OMD,0,0,0,0,0,1
POLE2,0,0,0,0,0,1
PTH1R,0,0,0,0,0,1
PNLIP,0,0,0,0,0,1
PLIN1,0,0,0,0,0,1
S100A7,0,0,0,0,0,1
ZNF264,0,0,0,0,0,1
SLC4A3,0,0,0,0,0,1
SLC6A6,0,0,0,0,0,1
VNN2,0,0,0,0,0,1
RELN,0,0,0,0,0,1
RAB3B,0,0,0,0,0,1
CTSE,0,0,0,0,0,1
ZNF443,1,0,0,0,0,1
GPA33,0,0,0,0,0,1
GTF2E1,0,0,0,0,0,1
CREB5,0,0,0,0,0,1
MSX1,0,0,0,0,0,1
SETBP1,0,0,0,0,0,1
PLCL1,0,0,0,0,0,1
FOXF1,0,0,0,0,0,1
HK3,0,0,0,0,0,1
CGREF1,0,0,0,0,0,1
PPM1E,0,0,0,0,0,1
MYH3,0,0,0,0,0,1
TDO2,0,0,0,0,0,1
CLTCL1,0,0,0,0,0,1
IL6R,0,0,0,0,0,1
VIPR2,0,0,0,0,0,1
PTPRT,0,0,0,0,0,1
CA1,0,0,0,0,0,1
MYH1,0,0,0,0,0,1
KCNK3,0,0,0,0,0,1
LRIG2,0,0,0,0,0,1
RXRG,0,0,0,0,0,1
PLXNB3,0,0,0,0,0,1
CSHL1,0,0,0,0,0,1
MMP13,0,0,0,0,0,1
PDK4,0,0,0,0,0,1
DNAJA3,1,0,0,0,0,1
ZNF426,0,0,0,0,0,1
BATF,0,0,0,0,0,1
TAF13,0,0,0,0,0,1
KCNS3,0,0,0,0,0,1
AADAC,0,0,0,0,0,1
MT3,0,0,0,0,0,1
HOXD1,0,0,0,0,0,1
EPHA1,0,0,0,0,0,1
KL,0,0,0,0,0,1
SCGB2A1,0,0,0,0,0,1
ING2,0,0,0,0,0,1
DPEP1,0,0,0,0,0,1
CRHBP,0,0,0,0,0,1
CLCNKB,0,0,0,0,0,1
AATK,0,0,0,0,0,1
CD1C,0,0,0,0,0,1
CD84,0,0,0,0,0,1
MOG,0,0,0,0,0,1
PRRX1,0,0,0,0,0,1
IL15,0,0,0,0,0,1
ADAM28,0,0,0,0,0,1
CYP3A4,0,0,0,0,0,1
MEP1A,0,0,0,0,0,1
NPY,0,0,0,0,0,1
ADGRG2,0,0,0,0,0,1
CEP135,0,0,0,0,0,1
TGM3,0,0,0,0,0,1
CEP162,0,0,0,0,0,1
PRG4,0,0,0,0,0,1
TGM1,0,0,0,0,0,1
ITGA9,0,0,0,0,0,1
HABP2,0,0,0,0,0,1
ACTL6B,0,0,0,0,0,1
FOXJ3,0,0,0,0,0,1
CCDC22,0,0,0,0,0,1
KIAA0319,0,0,0,0,0,1
FOXG1,0,0,0,0,0,1
RBM19,0,0,0,0,0,1
SOCS6,0,0,0,0,0,1
NDP,0,0,0,0,0,1
NMU,0,0,0,0,0,1
HPD,0,0,0,0,0,1
TNFAIP6,0,0,0,0,0,1
S100A3,0,0,0,0,0,1
MERTK,0,0,0,0,0,1
ANKRD1,0,0,0,0,0,1
ASPA,0,0,0,0,0,1
USP5,0,0,0,0,0,1
DSC3,0,0,0,0,0,1
SERPINB8,0,0,0,0,0,1
REL,0,0,0,0,0,1
KYAT1,0,0,0,0,0,1
NR2C2,0,0,0,0,0,1
RAB33A,0,0,0,0,0,1
ATP2C2,0,0,0,0,0,1
BRAF,0,0,0,0,0,1
NOL4,0,0,0,0,0,1
GNB3,0,0,0,0,0,1
SELP,0,0,0,0,0,1
RNH1,0,0,0,0,0,1
ELAVL4,0,0,0,0,0,1
SLBP,0,0,0,0,0,1
ZNF510,0,0,0,0,0,1
SNRPA1,0,0,0,0,0,1
SPN,0,0,0,0,0,1
SLC6A12,0,0,0,0,0,1
ZNF91,0,0,0,0,0,1
PTPN22,0,0,0,0,0,1
DPYS,0,0,0,0,0,1
RAD51C,0,0,0,0,0,1
WT1,0,0,0,0,0,1
ACADL,0,0,0,0,0,1
EPHA3,0,0,0,0,0,1
UCN,0,0,0,0,0,1
COLQ,0,0,0,0,0,1
HMGA1,0,0,0,0,0,1
LRRC23,0,0,0,0,0,1
KEL,0,0,0,0,0,1
KALRN,0,0,0,0,0,1
CHML,0,0,0,0,0,1
PLCH2,0,0,0,0,0,1
SLC24A1,0,0,0,0,0,1
HCP5,0,0,0,0,0,1
ADGRB1,0,0,0,0,0,1
HFE,0,0,0,0,0,1
LRRC37A3,0,0,0,0,0,1
NELL1,0,0,0,0,0,1
MATN3,0,0,0,0,0,1
ZNF35,0,0,0,0,0,1
SLC67A1-AS,0,0,0,0,0,1
ZBTB6,0,0,0,0,0,1
PRKCH,0,0,0,0,0,1
CPM,0,0,0,0,0,1
ECM2,0,0,0,0,0,1
GINS1,0,0,0,0,0,1
RAC3,0,0,0,0,0,1
ISL1,0,0,0,0,0,1
AFF2,0,0,0,0,0,1
RGS11,0,0,0,0,0,1
FUT1,0,0,0,0,0,1
RNASE2,0,0,0,0,0,1
ANKRD7,0,0,0,0,0,1
EPHA4,0,0,0,0,0,1
EGR3,0,0,0,0,0,1
STAT4,0,0,0,1,0,1
BHMT,0,0,0,0,0,1
CD33,0,0,0,0,0,1
AMPD1,0,0,0,0,0,1
SOX15,0,0,0,0,0,1
LLGL1,0,0,0,0,0,1
KLK8,0,0,0,0,0,1
CXCR5,0,0,0,0,0,1
ADRA2C,0,0,0,0,0,1
ARSB,0,0,0,0,0,1
ASGR2,0,0,0,0,0,1
CLPS,0,0,0,0,0,1
MCC,0,0,0,0,0,1
XAF1,1,0,0,0,0,1
ADAMDEC1,0,0,0,0,0,1
ST18,0,0,0,0,0,1
RIMS2,0,0,0,0,0,1
PI4KB,0,0,0,0,0,1
MOCS3,0,0,0,0,0,1
ZNF135,0,0,0,0,0,1
SLC26A3,0,0,0,0,0,1
MAGI1,0,0,0,0,0,1
RHAG,0,0,0,0,0,1
SCML2,0,0,0,0,0,1
IL3RA,1,0,0,0,0,1
CHP2,0,0,0,0,0,1
CD27,1,0,0,0,0,1
CELA3B,0,0,0,0,0,1
AGAP2,1,0,0,0,0,1
CYP4F11,0,0,0,0,0,1
RLBP1,0,0,0,0,0,1
ABCC2,0,0,0,0,0,1
GJB5,0,0,0,0,0,1
PTX3,0,0,0,0,0,1
CNBP,0,0,0,0,0,1
GDF10,0,0,0,0,0,1
APOBEC2,0,0,0,0,0,1
SYT5,0,0,0,0,0,1
MAB21L1,0,0,0,0,0,1
ARHGAP6,0,0,0,0,0,1
ADRB2,0,0,0,0,0,1
ADORA3,0,0,0,0,0,1
IL13RA2,0,0,0,0,0,1
GABPB1,0,0,0,0,0,1
PPP6C,0,0,0,0,0,1
ZNF222,0,0,0,0,0,1
BMP6,0,0,0,0,0,1
ARG1,0,0,0,0,0,1
TPPP,0,0,0,0,0,1
SLAMF1,0,0,0,0,0,1
ZNF134,0,0,0,0,0,1
HERC3,0,0,0,0,0,1
CRYBB1,0,0,0,0,0,1
MPP3,0,0,0,0,0,1
PTGIR,0,0,0,0,0,1
ZNF623,0,0,0,0,0,1
UNC5C,1,0,0,0,0,1
GPR17,0,0,0,0,0,1
ENTPD3,0,0,0,0,0,1
CDSN,0,0,0,0,0,1
HOXC4,0,0,0,0,0,1
GH2,0,0,0,0,0,1
NME5,0,0,0,0,0,1
CEACAM7,0,0,0,0,0,1
ANXA11,0,0,0,0,0,1
MEOX2,0,0,0,0,0,1
RCVRN,0,0,0,0,0,1
GRB14,0,0,0,0,0,1
CD180,0,0,0,0,0,1
CLC,0,0,0,0,0,1
CA4,0,0,0,0,0,1
CETP,0,0,0,0,0,1
SELE,0,0,0,0,0,1
CPA2,0,0,0,0,0,1
WNT10B,0,0,0,0,0,1
PLA2G7,0,0,0,0,0,1
OPCML,0,0,0,0,0,1
SRPK3,0,0,0,0,0,1
EDA,0,0,0,0,0,1
MAGEB2,0,0,0,0,0,1
VAV1,0,0,0,0,0,1
RASA3,0,0,0,0,0,1
TNFRSF10C,1,0,0,0,0,1
LMTK2,0,0,0,0,0,1
CST1,0,0,0,0,0,1
ZNF507,0,0,0,0,0,1
CILP,0,0,0,0,0,1
PAX2,0,0,0,0,0,1
LHX1,0,0,0,0,0,1
KCNN1,0,0,0,0,0,1
B4GALT6,0,0,0,0,0,1
MMP17,0,0,0,0,0,1
LIG4,0,0,0,0,0,1
GPR4,0,0,0,0,0,1
NRG1,0,0,0,0,0,1
YAF2,0,0,0,0,0,1
SPINK1,0,0,0,0,0,1
ZNF136,0,0,0,0,0,1
KPNA5,0,0,0,0,0,1
TM4SF5,0,0,0,0,0,1
TIMP4,0,0,0,0,0,1
IVNS1ABP,0,0,0,0,0,1
PFKFB4,0,0,0,0,0,1
MICB,0,0,0,0,0,1
PRKCE,1,0,0,0,0,1
MAP3K13,0,0,0,0,0,1
AVPR1A,0,0,0,0,0,1
DLG2,0,0,0,0,0,1
EGF,0,0,0,0,0,1
CPN1,0,0,0,0,0,1
CCDC9,0,0,0,0,0,1
ST8SIA5,0,0,0,0,0,1
PROC,0,0,0,0,0,1
ZNF239,0,0,0,0,0,1
ADH1C,0,0,0,0,0,1
FMO4,0,0,0,0,0,1
GPLD1,0,0,0,0,0,1
MATK,0,0,0,0,0,1
LEFTY1,0,0,0,0,0,1
GCM1,0,0,0,0,0,1
PRKCG,0,0,0,0,0,1
TLR3,0,0,0,1,0,1
PRELID3A,0,0,0,0,0,1
CROCC,0,0,0,0,0,1
LY6D,0,0,0,0,0,1
P2RY2,0,0,0,0,0,1
PRKY,0,0,0,0,0,1
CDH18,0,0,0,0,0,1
ADCYAP1,0,0,0,0,0,1
NEUROD1,0,0,0,0,0,1
TAL1,0,0,0,0,0,1
NPHP1,0,0,0,0,0,1
PGGT1B,0,0,0,0,0,1
HOXA4,0,0,0,0,0,1
RGS7,0,0,0,0,0,1
NTS,0,0,0,0,0,1
SULT2A1,0,0,0,0,0,1
HSD3B2,0,0,0,0,0,1
IL18,0,0,0,0,1,1
CTRC,0,0,0,0,0,1
ARHGAP22,0,0,0,0,0,1
NALF2,0,0,0,0,0,1
TEC,0,0,0,0,0,1
MYBPH,0,0,0,0,0,1
C8A,0,0,0,0,0,1
RYR3,0,0,0,0,0,1
FOXD1,0,0,0,0,0,1
TRDMT1,0,0,0,0,0,1
CNMD,0,0,0,0,0,1
SPINK2,0,0,0,0,0,1
PLA2G1B,0,0,0,0,0,1
GUCY2C,0,0,0,0,0,1
HLA-DOA,0,0,0,0,0,1
ZKSCAN7,0,0,0,0,0,1
CRLF1,0,0,0,0,0,1
KNTC1,0,0,0,0,0,1
ABCB8,0,0,0,0,0,1
EPPIN,0,0,0,0,0,1
SMAD9,0,0,0,0,0,1
RFX1,0,0,0,0,0,1
SYN3,0,0,0,0,0,1
OPHN1,0,0,0,0,0,1
DAPK2,1,1,0,0,0,1
SERPINA6,0,0,0,0,0,1
GRP,0,0,0,0,0,1
CDH15,0,0,0,0,0,1
EXTL1,0,0,0,0,0,1
SHC3,0,0,0,0,0,1
MSI1,0,0,0,0,0,1
LIPF,0,0,0,0,0,1
GALNS,0,0,0,0,0,1
CXCL6,0,0,0,0,0,1
CCR7,0,0,0,0,0,1
ELAVL3,0,0,0,0,0,1
CARTPT,0,0,0,0,0,1
NR1H4,0,0,0,0,0,1
IL2RA,1,0,0,0,0,1
PON1,0,0,0,0,0,1
LGI1,0,0,0,0,0,1
APCS,0,0,0,0,0,1
PEX10,0,0,0,0,0,1
COX6A2,0,0,0,0,0,1
SLCO1B3,0,0,0,0,0,1
OPA3,0,0,0,0,0,1
PRM1,0,0,0,0,0,1
SOCS3,0,0,0,0,0,1
PTGDR2,0,0,0,0,0,1
MAP3K10,1,0,0,0,0,1
KIF14,0,0,0,0,0,1
XCL1,0,0,0,0,0,1
REN,0,0,0,0,0,1
CPLX2,0,0,0,0,0,1
PIK3CG,0,0,0,0,0,1
FOLR3,0,0,0,0,0,1
MYF6,0,0,0,0,0,1
ZIC1,0,0,0,0,0,1
DUSP8,0,0,0,0,0,1
HSPB3,0,0,0,0,0,1
SLC6A15,0,0,0,0,0,1
FOXF2,0,0,0,0,0,1
SCGB2A2,0,0,0,0,0,1
EYA3,0,0,0,0,0,1
CFP,0,0,0,0,0,1
SCN2A,0,0,0,0,0,1
BDNF,0,0,0,0,0,1
CACNG3,0,0,0,0,0,1
SERPINA7,0,0,0,0,0,1
CDX2,0,0,0,0,0,1
PDE3A,0,0,0,0,0,1
PF4,0,0,0,0,0,1
RARRES1,0,0,0,0,0,1
TNNI2,0,0,0,0,0,1
MYBPC2,0,0,0,0,0,1
DGKG,0,0,0,0,0,1
CD19,0,0,0,0,0,1
MAPT,1,0,0,0,0,1
ZNF536,0,0,0,0,0,1
FGF9,0,0,0,0,0,1
SMCP,0,0,0,0,0,1
CCL13,0,0,0,0,0,1
NR0B2,0,0,0,0,0,1
ABL2,0,0,0,0,0,1
FER,0,0,0,0,0,1
TCL1B,0,0,0,0,0,1
ASAP2,0,0,0,0,0,1
TLL1,0,0,0,0,0,1
ZNF205,0,0,0,0,0,1
CNGA1,0,0,0,0,0,1
RORC,0,0,0,0,0,1
IGSF6,0,0,0,0,0,1
SERPINB7,0,0,0,0,0,1
GCG,0,0,0,0,0,1
ANGPTL7,0,0,0,0,0,1
CYP26A1,0,0,0,0,0,1
TRPC3,0,0,0,0,0,1
MLANA,0,0,0,0,0,1
CDX1,0,0,0,0,0,1
HAS2,0,0,0,0,0,1
SPOCK3,0,0,0,0,0,1
B4GALNT1,0,0,0,0,0,1
MPPED1,0,0,0,0,0,1
S1PR4,0,0,0,0,0,1
TCTN2,0,0,0,0,0,1
EPYC,0,0,0,0,0,1
LIN7A,0,0,0,0,0,1
SEMG1,0,0,0,0,0,1
RORB,0,0,0,0,0,1
PDE1B,0,0,0,0,0,1
PRMT1,0,0,0,0,0,1
CELA2A,0,0,0,0,0,1
ZNF365,0,0,0,0,0,1
DBH,0,0,0,0,0,1
TBCCD1,0,0,0,0,0,1
PTPA,0,0,0,0,0,1
NDRG2,0,0,0,0,0,1
RHO,0,0,0,0,0,1
GABRA5,0,0,0,0,0,1
DIO1,0,0,0,0,0,1
WNT2B,0,0,0,0,0,1
MT1H,0,0,0,0,0,1
BMX,1,0,0,0,0,1
ACSBG1,0,0,0,0,0,1
METTL13,0,0,0,0,0,1
TLE3,0,0,0,0,0,1
MBTPS2,0,0,0,0,0,1
CSH1,0,0,0,0,0,1
NOVA2,0,0,0,0,0,1
FAM30A,0,0,0,0,0,1
TRPM1,0,0,0,0,0,1
LDB2,0,0,0,0,0,1
PTK6,0,0,0,0,0,1
DNAAF11,0,0,0,0,0,1
XPNPEP2,0,0,0,0,0,1
CD5,0,0,0,0,0,1
LAG3,0,0,0,0,0,1
CD36,0,0,0,0,0,1
DLGAP1,0,0,0,0,0,1
FHIT,1,0,0,0,0,1
ITGA2B,0,0,0,0,0,1
HINFP,0,0,0,0,0,1
FMO3,0,0,0,0,0,1
OCA2,0,0,0,0,0,1
MIS18BP1,0,0,0,0,0,1
ETV1,0,0,0,0,0,1
INSM1,0,0,0,0,0,1
CYP24A1,0,0,0,0,0,1
UGT2B4,0,0,0,0,0,1
SUPT3H,0,0,0,0,0,1
ZSCAN12,0,0,0,0,0,1
CD70,0,0,0,0,0,1
PIP,0,0,0,0,0,1
SIX2,0,0,0,0,0,1
AIM2,0,0,0,0,0,1
CYP4F3,0,0,0,0,0,1
AMH,0,0,0,0,0,1
CDH16,0,0,0,0,0,1
RGS9,0,0,0,0,0,1
SIGLEC6,0,0,0,0,0,1
GTF2A1,0,0,0,0,0,1
MGAM,0,0,0,0,0,1
CYTH3,0,0,0,0,0,1
TBXT,0,0,0,0,0,1
GABRR1,0,0,0,0,0,1
RIBC2,0,0,0,0,0,1
TRPC6,0,0,0,0,0,1
SLC26A4,0,0,0,0,0,1
RAB30,0,0,0,0,0,1
DPF1,1,0,0,0,0,1
CHRNA5,0,0,0,0,0,1
GRIN2A,0,0,0,0,0,1
SLC2A2,0,0,0,0,0,1
XIAP,1,0,0,1,0,1
MRAS,0,1,0,0,0,1
CYP4F12,0,0,0,0,0,1
GLB1L,0,0,0,0,0,1
KLKB1,0,0,0,0,0,1
SMARCA2,0,0,0,0,0,1
SYCP2,1,0,0,0,0,1
PPEF1,0,0,0,0,0,1
INSL4,0,0,0,0,0,1
NUP155,0,0,0,0,0,1
TAC1,0,0,0,0,0,1
SETMAR,0,0,0,0,0,1
CLUL1,0,0,0,0,0,1
ZNF702P,0,0,0,0,0,1
SIM2,0,0,0,0,0,1
MIA,0,0,0,0,0,1
AKR1B10,0,0,0,0,0,1
CSNK1A1,0,0,0,0,0,1
OPRL1,0,0,0,0,0,1
TNP1,0,0,0,0,0,1
IL24,1,0,0,0,0,1
PSG11,0,0,0,0,0,1
MAP4K4,0,0,0,0,0,1
ZNF85,0,0,0,0,0,1
KCNQ3,0,0,0,0,0,1
PTP4A3,0,0,0,0,0,1
VIP,0,0,0,0,0,1
NKX2-5,1,0,0,0,0,1
ZKSCAN8,0,0,0,0,0,1
EFEMP2,0,0,0,0,0,1
BNC1,0,0,0,0,0,1
KRABD4,0,0,0,0,0,1
LY96,1,0,0,0,0,1
MKRN3,0,0,0,0,0,1
CNR2,0,0,0,0,0,1
CCT6B,0,0,0,0,0,1
DAZL,0,0,0,0,0,1
GFI1,0,0,0,0,0,1
RAG1,0,0,0,0,0,1
AP3D1,0,0,0,0,0,1
MED22,0,0,0,0,0,1
CST6,0,0,0,0,0,1
