,apoptosis,autophagy,ferroptosis,necroptosis,pyroptosis,others
CAMK2B,0,0,0,1,0,1
CPNE6,0,0,0,0,0,1
AFDN-DT,0,0,0,0,0,1
GRIN2B,0,0,0,0,0,1
FLRT1,0,0,0,0,0,1
ODF2,0,0,0,0,0,1
CHEK2,1,0,0,0,0,1
BARX2,0,0,0,0,0,1
SLC11A1,0,0,0,0,0,1
HGS,0,0,0,0,0,1
RHD,0,0,0,0,0,1
ALPG,0,0,0,0,0,1
SCN3A,0,0,0,0,0,1
JTB,1,0,0,0,0,1
ICOS,0,0,0,0,0,1
OGFR,0,0,0,0,0,1
NPY6R,0,0,0,0,0,1
FABP6,0,0,0,0,0,1
GATA1,0,0,0,0,0,1
P2RX5,0,0,0,0,0,1
CYP4F2,0,0,0,0,0,1
ATP5MG,0,0,0,0,0,1
KCNJ6,0,0,0,0,0,1
R3HCC1L,0,0,0,0,0,1
TANK,0,1,0,0,0,1
LINC00588,0,0,0,0,0,1
SNAPC3,0,0,0,0,0,1
MAGEA12,0,0,0,0,0,1
ADGRA3,0,0,0,0,0,1
PRLR,0,0,0,0,0,1
MAPK8,1,1,0,1,0,1
RORA,0,0,0,0,0,1
CLEC4M,0,0,0,0,0,1
DNTT,0,0,0,0,0,1
MAGEA11,0,0,0,0,0,1
KLF1,0,0,0,0,0,1
ADH7,0,0,0,0,0,1
FUT7,0,0,0,0,0,1
KCNQ2,0,0,0,0,0,1
INHBA,0,0,0,0,0,1
VEGFA,1,0,0,0,0,1
HNF1A,0,0,0,0,0,1
AKAP12,0,0,0,0,0,1
FETUB,0,0,0,0,0,1
BMPR1B,0,0,0,0,0,1
MSH4,0,0,0,0,0,1
B9D1,0,0,0,0,0,1
SPAM1,0,0,0,0,0,1
TADA2A,0,0,0,0,0,1
BIRC3,1,0,0,1,0,1
B4GALT4,0,0,0,0,0,1
ICA1,0,0,0,0,0,1
CCL23,0,0,0,0,0,1
RASGRF1,0,0,0,0,0,1
CTBP2,0,0,0,0,0,1
AKR1C4,0,0,0,0,0,1
GBX2,0,0,0,0,0,1
GCGR,0,0,0,0,0,1
SIGLEC9,0,0,0,0,0,1
PCDHA2,0,0,0,0,0,1
NUDC,0,0,0,0,0,1
CASR,0,0,0,0,0,1
TRIM10,0,0,0,0,0,1
INHBE,0,0,0,0,0,1
GBA1LP,0,0,0,0,0,1
NAA11,0,0,0,0,0,1
GNAT2,0,0,0,0,0,1
MFGE8,0,0,0,0,0,1
KLRD1,0,0,0,0,0,1
FLT3LG,0,0,0,0,0,1
FUT2,0,0,0,0,0,1
TP53I3,0,0,0,0,0,1
SYNJ2,0,0,0,0,0,1
TTPA,0,0,0,0,0,1
PHEX,0,0,0,0,0,1
HYAL1,0,0,0,0,0,1
HACL2,0,0,0,0,0,1
MOGS,0,0,0,0,0,1
SGCA,0,0,0,0,0,1
FBXO9,0,0,0,0,0,1
ATG5,1,1,1,0,0,1
GPER1,1,0,0,0,0,1
CCIN,0,0,0,0,0,1
TNFSF11,0,0,0,0,0,1
LAIR1,0,0,0,0,0,1
TTC3,0,0,0,0,0,1
PLA2G6,0,0,0,0,0,1
ARID1A,0,0,0,0,0,1
TTC39A,0,0,0,0,0,1
TNFRSF10D,1,0,0,0,0,1
SEPTIN4,1,0,0,0,0,1
LILRA1,0,0,0,0,0,1
GLRA3,0,0,0,0,0,1
PPY,0,0,0,0,0,1
PTPRR,0,0,0,0,0,1
SOAT2,0,0,0,0,0,1
USP15,0,0,0,0,0,1
LPO,0,0,0,0,0,1
NRTN,0,0,0,0,0,1
CLDN14,0,0,0,0,0,1
CACYBP,0,0,0,0,0,1
ZNF257,0,0,0,0,0,1
TRIM5,0,0,0,0,0,1
RNF24,0,0,0,0,0,1
LDHAL6B,0,0,0,0,0,1
SPINT2,0,0,0,0,0,1
CLIP1,0,0,0,0,0,1
HMG20B,0,0,0,0,0,1
NECAB3,0,0,0,0,0,1
ADGRE3,0,0,0,0,0,1
NPY2R,0,0,0,0,0,1
TUB,0,0,0,0,0,1
ITPK1,0,0,0,0,0,1
CDC14A,0,0,0,0,0,1
IL5RA,0,0,0,0,0,1
ONECUT1,0,0,0,0,0,1
EPB42,0,0,0,0,0,1
RGN,0,0,0,0,0,1
LYN,0,0,0,0,0,1
PSMA1,1,0,0,0,0,1
GRB7,0,0,0,0,0,1
DLC1,1,0,0,0,0,1
FPR2,0,0,0,0,0,1
NCOA4,0,0,1,0,0,1
ESR2,0,0,0,0,0,1
GRIN1,0,0,0,0,0,1
THEMIS2,0,0,0,0,0,1
FLI1,0,0,0,0,0,1
DHRS7,0,0,0,0,0,1
SIVA1,1,0,0,0,0,1
OASL,0,0,0,0,0,1
HTR1B,0,0,0,0,0,1
SLC16A7,0,0,0,0,0,1
POSTN,0,0,0,0,0,1
SLC6A5,0,0,0,0,0,1
CALCRL,0,0,0,0,0,1
CALCOCO2,0,1,0,0,0,1
CENPA,0,0,0,0,0,1
RPL13P5,0,0,0,0,0,1
PTPRS,0,0,0,0,0,1
ELF3,0,0,0,0,0,1
ACVRL1,0,0,0,0,0,1
ENPP2,0,0,0,0,0,1
PLAUR,0,0,0,0,0,1
VPS41,0,1,0,0,0,1
AASS,0,0,0,0,0,1
CCN6,0,0,0,0,0,1
FASLG,1,0,0,1,0,1
APOBEC3A,0,0,0,0,0,1
NAA80,0,0,0,0,0,1
KDM3B,0,0,0,0,0,1
RAB11FIP5,0,0,0,0,0,1
EFS,0,0,0,0,0,1
TRIM15,0,0,0,0,0,1
TP53TG1,0,0,0,0,0,1
ITIH1,0,0,0,0,0,1
FCGR2B,0,0,0,0,0,1
KIR2DL1,0,0,0,0,0,1
GTF2I,0,0,0,0,0,1
CD86,0,0,0,0,0,1
ASPH,0,0,0,0,0,1
POU5F1P4,0,0,0,0,0,1
PDCD10,1,0,0,0,0,1
LPAL2,0,0,0,0,0,1
POMZP3,0,0,0,0,0,1
GSTM4,0,0,0,0,0,1
CDH20,0,0,0,0,0,1
POTEKP,0,0,0,0,0,1
AHSG,0,0,0,0,0,1
BLK,0,0,0,0,0,1
PDX1,0,0,0,0,0,1
CAPN3,1,0,0,0,0,1
MSH3,0,0,0,0,0,1
ADRA1D,0,0,0,0,0,1
AKAP9,0,0,0,0,0,1
GYG2,0,0,0,0,0,1
RTN4,1,0,0,0,0,1
IBTK,0,0,0,0,0,1
PFKM,0,0,0,0,0,1
HSF4,0,0,0,0,0,1
TAGLN2,0,0,0,0,0,1
GRK6,0,0,0,0,0,1
TPM1,0,0,0,0,0,1
SMAD1,0,0,0,0,0,1
TRIM23,0,0,0,0,0,1
YWHAE,1,0,0,0,0,1
KCNB1,0,0,0,0,0,1
ZNF271P,0,0,0,0,0,1
NCR3,0,0,0,0,0,1
COL19A1,0,0,0,0,0,1
HSPA4,0,0,0,0,0,1
GCNT2,0,0,0,0,0,1
NKX2-1,0,0,0,0,0,1
MGLL,0,0,0,0,0,1
KHK,0,0,0,0,0,1
FGF18,0,0,0,0,0,1
CLIP2,0,0,0,0,0,1
PEX7,0,0,0,0,0,1
HECTD4,0,0,0,0,0,1
CROCCP2,0,0,0,0,0,1
AP2S1,0,0,0,0,0,1
PDIA4,0,0,0,0,0,1
TLX2,0,0,0,0,0,1
TBCD,0,0,0,0,0,1
ZNF493,0,0,0,0,0,1
DBI,0,0,0,0,0,1
MLLT11,0,0,0,0,0,1
NEK1,0,0,0,0,0,1
PDE6C,0,0,0,0,0,1
NFATC1,0,0,0,0,0,1
AURKC,0,0,0,0,0,1
AR,0,0,0,0,0,1
GEMIN2,0,0,0,0,0,1
SLC9A2,0,0,0,0,0,1
DOK1,0,0,0,0,0,1
CXCL11,0,0,0,0,0,1
SLC5A5,0,0,0,0,0,1
LILRB3,0,0,0,0,0,1
KMO,0,0,0,0,0,1
IFNA21,0,0,0,1,0,1
P2RX6,0,0,0,0,0,1
DLAT,0,0,0,0,0,1
THPO,0,0,0,0,0,1
COL3A1,0,0,0,0,0,1
FAM153A,0,0,0,0,0,1
GCK,0,0,0,0,0,1
UPF1,0,0,0,0,0,1
CCKAR,0,0,0,0,0,1
GPR45,0,0,0,0,0,1
TXNRD2,0,0,0,0,0,1
PSTPIP1,0,0,0,0,0,1
DRC8,0,0,0,0,0,1
FSHR,0,0,0,0,0,1
CNTN1,0,0,0,0,0,1
ACSL6,0,0,1,0,0,1
SH2D1A,0,0,0,0,0,1
LHX2,0,0,0,0,0,1
PROP1,1,0,0,0,0,1
ABCB11,0,0,0,0,0,1
GALR2,0,0,0,0,0,1
ADAM7,0,0,0,0,0,1
KIR2DL4,0,0,0,0,0,1
CHRD,0,0,0,0,0,1
GPR68,0,0,0,0,0,1
SH3BP2,0,0,0,0,0,1
PTCRA,0,0,0,0,0,1
PYY,0,0,0,0,0,1
ZNF638,0,0,0,0,0,1
HESX1,0,0,0,0,0,1
TBX1,0,0,0,0,0,1
GYG1,0,0,0,0,0,1
TCEAL2,0,0,0,0,0,1
CDK7,0,0,0,0,0,1
ALB,0,0,0,0,0,1
PDE4B,0,0,0,0,0,1
FOLH1B,0,0,0,0,0,1
FCAR,0,0,0,0,0,1
RAE1,0,0,0,0,0,1
PTPRU,0,0,0,0,0,1
ITPR1,1,1,0,0,0,1
TUBGCP4,0,0,0,0,0,1
IFNA2,1,0,0,1,0,1
ITK,0,0,0,0,0,1
MCAM,0,0,0,0,0,1
POU4F1,0,0,0,0,0,1
LRIT1,0,0,0,0,0,1
ALDOB,0,0,0,0,0,1
CASP1,1,0,0,1,1,1
IL1R2,0,0,0,0,0,1
PPIA,1,0,0,1,0,1
TACC2,0,0,0,0,0,1
WDR37,0,0,0,0,0,1
SULT1A2,0,0,0,0,0,1
FCGR2C,0,0,0,0,0,1
IFNA17,0,0,0,1,0,1
IER3IP1,0,0,0,0,0,1
GGTLC1,0,0,0,0,0,1
RET,0,0,0,0,0,1
SC5D,0,0,0,0,0,1
SERPINA1,0,0,0,0,0,1
TYRO3,0,0,0,0,0,1
CCRL2,0,0,0,0,0,1
TRHR,0,0,0,0,0,1
CYP3A43,0,0,0,0,0,1
NACA4P,0,0,0,0,0,1
RGSL1,0,0,0,0,0,1
MT1HL1,0,0,0,0,0,1
TBL1Y,0,0,0,0,0,1
ZIC4,0,0,0,0,0,1
CASP6,1,0,0,0,0,1
CXCR6,0,0,0,0,0,1
SULT1C2,0,0,0,0,0,1
RAB36,0,0,0,0,0,1
SERPINB6,0,0,0,0,0,1
BAG1,1,0,0,0,0,1
HTR2C,0,0,0,0,0,1
SLCO1A2,0,0,0,0,0,1
DSCAM,0,0,0,0,0,1
ITGB8,0,0,0,0,0,1
ADRA1A,1,0,0,0,0,1
PDC,0,0,0,0,0,1
MAPK11,0,0,0,0,0,1
RAB14,0,0,0,0,0,1
BMP4,0,0,0,0,0,1
GNRHR,0,0,0,0,0,1
RTEL1,0,0,0,0,0,1
HLA-G,0,0,0,0,0,1
FGFR1,0,0,0,0,0,1
HSPA2,0,0,0,0,0,1
GHRHR,0,0,0,0,0,1
APAF1,1,0,0,0,0,1
GUCY1B1,0,0,0,0,0,1
ALAS2,0,0,0,0,0,1
MAPK14,1,0,0,0,0,1
URI1,0,0,0,0,0,1
PDLIM4,0,0,0,0,0,1
RAPSN,0,0,0,0,0,1
SLC19A1,0,0,0,0,0,1
RPS6KB1,1,1,0,0,0,1
CACNA1C,0,0,0,0,0,1
MRPS11,0,0,0,0,0,1
LRIG1,0,0,0,0,0,1
HOPX,0,0,0,0,0,1
ETV4,0,0,0,0,0,1
HAP1,0,0,0,0,0,1
LRPPRC,0,0,0,0,0,1
ALPI,0,0,0,0,0,1
FBL,0,0,0,0,0,1
DRD3,0,0,0,0,0,1
GPR135,0,0,0,0,0,1
PTAFR,0,0,0,0,0,1
VDAC2,0,0,1,1,0,1
PTGDS,0,0,0,0,0,1
RPL3,0,0,0,0,0,1
PLAU,0,0,0,0,0,1
SSX3,0,0,0,0,0,1
MDFIC,0,0,0,0,0,1
IFNGR1,0,0,0,1,0,1
UGT2B28,0,0,0,0,0,1
DYNC1I2,0,0,0,0,0,1
NCALD,0,0,0,0,0,1
MAK16,0,0,0,0,0,1
KIR3DL1,0,0,0,0,0,1
TMPRSS2,0,0,0,0,0,1
BBC3,1,0,0,0,0,1
TSSK1B,0,0,0,0,0,1
TRO,0,0,0,0,0,1
USP32,0,0,0,0,0,1
TM2D1,1,0,0,0,0,1
IQCB1,0,0,0,0,0,1
CLEC11A,0,0,0,0,0,1
PTEN,1,1,0,0,0,1
ANXA9,0,0,0,0,0,1
BDH1,0,0,0,0,0,1
ANKRD40,0,0,0,0,0,1
ZNF551,0,0,0,0,0,1
MIOS,0,0,0,0,0,1
BID,1,0,0,1,0,1
FMO2,0,0,0,0,0,1
HYAL3,0,0,0,0,0,1
BLVRA,0,0,0,0,0,1
POLR2L,0,0,0,0,0,1
FCER1A,0,0,0,0,0,1
CELA3A,0,0,0,0,0,1
PRG2,0,0,0,0,0,1
LSM5,0,0,0,0,0,1
TUBA1C,1,0,0,0,0,1
NDUFS7,0,0,0,0,0,1
RLN1,0,0,0,0,0,1
SLC25A17,0,0,0,0,0,1
ATP5PB,0,0,0,0,0,1
PTHLH,0,0,0,0,0,1
TXNDC9,0,0,0,0,0,1
KPNA2,0,0,0,0,0,1
UBE2D1,0,0,0,0,0,1
PNLIPRP2,0,0,0,0,0,1
GINS4,0,0,0,0,0,1
POU2F2,0,0,0,0,0,1
ZKSCAN3,0,0,0,0,0,1
MMACHC,0,0,0,0,0,1
OVOL2,0,0,0,0,0,1
DCTN1,0,0,0,0,0,1
MTA1,0,0,0,0,0,1
EIF4A1,0,0,0,0,0,1
TREX2,0,0,0,0,0,1
ABI2,0,0,0,0,0,1
FYB1,0,0,0,0,0,1
HLA-C,0,0,0,0,0,1
USP4,0,0,0,0,0,1
PCDHGB5,0,0,0,0,0,1
COL13A1,0,0,0,0,0,1
PCDHA6,0,0,0,0,0,1
B3GALNT1,0,0,0,0,0,1
TNIK,0,0,0,0,0,1
PCDHA5,0,0,0,0,0,1
CYP3A7,0,0,0,0,0,1
NECTIN1,0,0,0,0,0,1
CD28,0,0,0,0,0,1
FZR1,0,0,0,0,0,1
PCDHA10,0,0,0,0,0,1
PCDHA3,0,0,0,0,0,1
PCDHGA9,0,0,0,0,0,1
PCDHGA10,0,0,0,0,0,1
PCDHGA1,0,0,0,0,0,1
SEZ6L,0,0,0,0,0,1
EPHB1,0,0,0,0,0,1
SERPINB4,0,0,0,0,0,1
MYO1A,0,0,0,0,0,1
CXCR4,1,0,0,0,0,1
ZNF471,0,0,0,0,0,1
MYH9,0,0,0,0,0,1
DYNC1H1,0,0,0,0,0,1
HNRNPA3,0,0,0,0,0,1
GANAB,0,0,0,0,0,1
ARL6IP1,1,0,0,0,0,1
HSPA5,0,0,0,0,0,1
EIF4B,0,0,0,0,0,1
ITGB1,0,0,0,0,0,1
PRRC2C,0,0,0,0,0,1
UBR4,0,0,0,0,0,1
IPO5,0,0,0,0,0,1
IGFBP5,0,0,0,0,0,1
RAB7A,0,1,0,0,0,1
ZFP36L1,1,0,0,0,0,1
ARPC5,0,0,0,0,0,1
COL4A2,0,0,0,0,0,1
TMEM123,0,0,0,0,0,1
HSP90AA1,0,0,0,1,0,1
RPLP0,0,0,0,0,0,1
RBPJ,0,0,0,0,0,1
ARFGAP2,0,0,0,0,0,1
GPR107,0,0,0,0,0,1
COL4A1,0,0,0,0,0,1
XPO6,0,0,0,0,0,1
AHNAK,0,0,0,0,0,1
TOP2B,0,0,0,0,0,1
SMARCE1,0,0,0,0,0,1
HLA-DPA1,0,0,0,0,0,1
WNK1,0,0,0,0,0,1
H3-3B,0,0,0,0,0,1
SZRD1,0,0,0,0,0,1
UBXN4,0,0,0,0,0,1
CDV3,0,0,0,0,0,1
PXDN,0,0,0,0,0,1
FAM168B,0,0,0,0,0,1
RSL1D1,0,0,0,0,0,1
MKI67,0,0,0,0,0,1
FLII,0,0,0,0,0,1
RBM25,0,0,0,0,0,1
PTOV1,0,0,0,0,0,1
EXOC7,0,0,0,0,0,1
PNN,0,0,0,0,0,1
ATP6V0D1,0,0,0,0,0,1
TGOLN2,0,0,0,0,0,1
MAPK3,1,1,0,0,0,1
RNF167,0,0,0,0,0,1
YARS1,1,0,0,0,0,1
WIPF2,0,0,0,0,0,1
PDXDC1,0,0,0,0,0,1
TBC1D9B,0,0,0,0,0,1
GSE1,0,0,0,0,0,1
U2SURP,0,0,0,0,0,1
TRPC4AP,0,0,0,0,0,1
ATP9A,0,0,0,0,0,1
MAZ,0,0,0,0,0,1
USP34,0,0,0,0,0,1
C1R,0,0,0,0,0,1
PRRC2B,0,0,0,0,0,1
ADGRG1,0,0,0,0,0,1
CSNK2A1,1,0,0,0,0,1
SUN1,0,0,0,0,0,1
KMT2A,1,0,0,0,0,1
PRRC2A,0,0,0,0,0,1
MYL6,0,0,0,0,0,1
TEX261,0,0,0,0,0,1
SLC25A6,1,0,0,1,0,1
LMNA,1,0,0,0,0,1
ERAL1,0,0,0,0,0,1
PMPCA,0,0,0,0,0,1
GRINA,0,0,0,0,0,1
PEG10,1,0,0,0,0,1
MTUS1,0,0,0,0,0,1
RHOB,1,0,0,0,0,1
POLDIP3,0,0,0,0,0,1
KPNA6,0,0,0,0,0,1
FAF2,0,0,0,0,0,1
SLC39A14,0,0,1,0,0,1
STX12,0,0,0,0,0,1
ATXN7L3B,0,0,0,0,0,1
JPT2,0,0,0,0,0,1
TRIM27,0,0,0,0,0,1
TCTN3,1,0,0,0,0,1
RHOQ,0,0,0,0,0,1
ZMIZ1,0,0,0,0,0,1
CBX5,0,0,0,0,0,1
RANGAP1,0,0,0,0,0,1
NIPA2,0,0,0,0,0,1
PHLDB1,0,0,0,0,0,1
ATP2B4,0,0,0,0,0,1
LARP1,0,0,0,0,0,1
GCN1,0,0,0,0,0,1
PDS5A,0,0,0,0,0,1
IGFBP3,1,0,0,0,0,1
SUN2,0,0,0,0,0,1
MRPS27,0,0,0,0,0,1
PLEKHM2,0,0,0,0,0,1
PBX1,0,0,0,0,0,1
EFR3A,0,0,0,0,0,1
POGZ,0,0,0,0,0,1
SDC2,0,0,0,0,0,1
RNF187,0,0,0,0,0,1
VPS39,0,1,0,0,0,1
AP2A2,0,0,0,0,0,1
XPOT,0,0,0,0,0,1
KIDINS220,0,0,0,0,0,1
TMEM183A,0,0,0,0,0,1
XPO7,0,0,0,0,0,1
SMARCB1,0,0,0,0,0,1
FKBP9,0,0,0,0,0,1
PNISR,0,0,0,0,0,1
CRKL,0,0,0,0,0,1
NUDT4,0,0,0,0,0,1
TAB2,0,0,0,0,0,1
MT2A,0,0,0,0,0,1
ACACA,0,0,0,0,0,1
COG4,0,0,0,0,0,1
SERPINE2,0,0,0,0,0,1
RPL13,0,0,0,0,0,1
KCTD12,0,0,0,0,0,1
IL6ST,0,0,0,0,0,1
TM9SF4,0,0,0,0,0,1
MRFAP1L1,0,0,0,0,0,1
ANKLE2,0,0,0,0,0,1
IFITM3,0,0,0,0,0,1
TMEM87A,0,0,0,0,0,1
H2AZ2,0,0,0,1,0,1
MED13L,0,0,0,0,0,1
ANKRD17,0,0,0,0,0,1
INTS1,0,0,0,0,0,1
OPA1,1,0,0,0,0,1
PREPL,0,0,0,0,0,1
FASN,0,0,0,0,0,1
PSME4,1,0,0,0,0,1
ALDH1A1,0,0,0,0,0,1
COQ9,0,0,0,0,0,1
FBXO21,0,0,0,0,0,1
FNBP4,0,0,0,0,0,1
KRT17,0,0,0,0,0,1
ASXL1,0,0,0,0,0,1
TUBA4A,1,0,0,0,0,1
MCFD2,0,0,0,0,0,1
NUP205,0,0,0,0,0,1
PIK3R1,1,1,0,0,0,1
MTDH,0,0,0,0,0,1
DST,0,0,0,0,0,1
ATP2C1,0,0,0,0,0,1
GALNT10,0,0,0,0,0,1
PBXIP1,0,0,0,0,0,1
GIGYF2,0,0,0,0,0,1
WAPL,0,0,0,0,0,1
MCM3AP,0,0,0,0,0,1
MAPK1,1,1,0,0,0,1
LPIN1,0,0,0,0,0,1
ATG4B,0,1,0,0,0,1
TMEM97,0,0,0,0,0,1
AGRN,0,0,0,0,0,1
ANKRD12,0,0,0,0,0,1
SUZ12,0,0,0,0,0,1
FNBP1,0,0,0,0,0,1
HIPK1,0,0,0,0,0,1
GNG12,0,0,0,0,0,1
SLC7A1,0,0,0,0,0,1
PSMD14,1,0,0,0,0,1
ATP13A3,0,0,0,0,0,1
NRP1,0,0,0,0,0,1
NEK9,0,0,0,0,0,1
TXLNA,0,0,0,0,0,1
RTF1,0,0,0,0,0,1
CLASP2,0,0,0,0,0,1
MIA3,0,0,0,0,0,1
SEL1L3,0,0,0,0,0,1
BCL2L1,1,1,0,0,0,1
CHMP7,0,0,0,1,1,1
SGSM2,0,0,0,0,0,1
SGPL1,1,0,0,0,0,1
VPS13D,0,0,0,0,0,1
LIMCH1,0,0,0,0,0,1
SCAP,0,0,0,0,0,1
TFDP1,1,0,0,0,0,1
RBL2,0,0,0,0,0,1
FAM98A,0,0,0,0,0,1
GNS,0,0,0,0,0,1
EPB41L1,0,0,0,0,0,1
MYO1D,0,0,0,0,0,1
YIPF6,0,0,0,0,0,1
SULF1,1,0,0,0,0,1
CREB3L2,0,0,0,0,0,1
MXD4,0,0,0,0,0,1
KDM1A,0,0,0,0,0,1
POFUT1,0,0,0,0,0,1
TBC1D1,0,0,0,0,0,1
EIF2B5,0,0,0,0,0,1
KHNYN,0,0,0,0,0,1
CLIP3,0,0,0,0,0,1
ZSWIM8,0,0,0,0,0,1
AMPD2,0,0,0,0,0,1
ATP2A2,0,0,0,0,0,1
MYO1B,0,0,0,0,0,1
ZNF292,0,0,0,0,0,1
FEM1B,1,0,0,0,0,1
ZNF384,0,0,0,0,0,1
DESI2,0,0,0,0,0,1
MYH10,0,0,0,0,0,1
EP400,0,0,0,0,0,1
GART,0,0,0,0,0,1
CMTR1,0,0,0,0,0,1
ATP6V0A1,0,0,0,0,0,1
TCF4,0,0,0,0,0,1
USP24,0,0,0,0,0,1
PDE4DIP,0,0,0,0,0,1
SBF1,0,0,0,0,0,1
EMC1,0,0,0,0,0,1
RDX,0,0,0,0,0,1
VGLL4,0,0,0,0,0,1
EEIG1,0,0,0,0,0,1
CDK11A,1,0,0,0,0,1
ZC3H13,0,0,0,0,0,1
UBE3B,0,0,0,0,0,1
PCMTD2,0,0,0,0,0,1
TOR1AIP1,0,0,0,0,0,1
MICU2,0,0,0,0,0,1
IMP4,0,0,0,0,0,1
ELF1,0,0,0,0,0,1
ZCCHC24,0,0,0,0,0,1
PDCD11,0,0,0,0,0,1
ECPAS,0,0,0,0,0,1
GTF3C2,0,0,0,0,0,1
RBM38,0,0,0,0,0,1
GRPEL1,0,0,0,0,0,1
RPS2,0,0,0,0,0,1
TRIM33,0,0,0,0,0,1
CENPB,0,0,0,0,0,1
IP6K1,0,0,0,0,0,1
SNRNP27,0,0,0,0,0,1
KIAA0232,0,0,0,0,0,1
NBEAL2,0,0,0,0,0,1
CERS6,0,0,0,0,0,1
KBTBD2,0,0,0,0,0,1
NEDD4L,0,0,0,0,0,1
SECISBP2L,0,0,0,0,0,1
KIFBP,0,0,0,0,0,1
YTHDC1,0,0,0,0,0,1
CLUH,0,0,0,0,0,1
SPRED2,0,0,0,0,0,1
SPTSSA,0,0,0,0,0,1
KAT6B,0,0,0,0,0,1
FN1,0,0,0,0,0,1
SETD3,0,0,0,0,0,1
DNAJC13,0,0,0,0,0,1
SPAG9,0,0,0,0,0,1
MICAL2,0,0,0,0,0,1
AVL9,0,0,0,0,0,1
ACAP2,0,0,0,0,0,1
SPECC1L,0,0,0,0,0,1
RMND5A,0,0,0,0,0,1
GPATCH8,0,0,0,0,0,1
COL5A1,0,0,0,0,0,1
SETD2,0,0,0,0,0,1
TNS2,0,0,0,0,0,1
ADO,0,0,0,0,0,1
CEBPB,0,0,0,0,0,1
DIP2C,0,0,0,0,0,1
MAU2,0,0,0,0,0,1
PICALM,0,0,0,0,0,1
TMEM131,0,0,0,0,0,1
MOAP1,1,0,0,0,0,1
MXRA7,0,0,0,0,0,1
GPD1L,0,0,0,0,0,1
CARM1,0,0,0,0,0,1
USP33,0,0,0,0,0,1
DDX3X,1,0,0,0,0,1
ATRN,0,0,0,0,0,1
PIP5K1C,0,0,0,0,0,1
UBE2E1,0,0,0,0,0,1
PDE8A,0,0,0,0,0,1
SPART,0,0,0,0,0,1
DESI1,0,0,0,0,0,1
LSM12,0,0,0,0,0,1
NEK7,0,0,0,0,0,1
LCN2,1,0,0,0,0,1
WEE1,0,0,0,0,0,1
ZNF24,0,0,0,0,0,1
ATP11B,0,0,0,0,0,1
RPL17,0,0,0,0,0,1
DOCK9,0,0,0,0,0,1
CHD1L,0,0,0,0,0,1
CDC34,0,0,0,0,0,1
FLAD1,0,0,0,0,0,1
PHIP,0,0,0,0,0,1
CRYBG1,0,0,0,0,0,1
ZNHIT3,0,0,0,0,0,1
BRD3,0,0,0,0,0,1
FRYL,0,0,0,0,0,1
CAP2,0,0,0,0,0,1
HPCAL1,0,0,0,0,0,1
RPRD2,0,0,0,0,0,1
SCRIB,0,0,0,0,0,1
ZNF451,0,0,0,0,0,1
SPRY1,0,0,0,0,0,1
PRKAR1B,0,0,0,0,0,1
SORL1,0,0,0,0,0,1
DENND5A,0,0,0,0,0,1
BOP1,0,0,0,0,0,1
ENDOD1,0,0,0,0,0,1
CHD8,0,0,0,0,0,1
STK38L,0,0,0,0,0,1
TMEM259,0,0,0,0,0,1
MGRN1,0,0,0,0,0,1
SMCHD1,0,0,0,0,0,1
AQR,0,0,0,0,0,1
OSBPL8,0,0,0,0,0,1
RRAS2,0,1,0,0,0,1
RBM34,0,0,0,0,0,1
JCHAIN,0,0,0,0,0,1
PDCD4,1,0,0,0,0,1
DAZAP2,0,0,0,0,0,1
HMGXB4,0,0,0,0,0,1
AUTS2,0,0,0,0,0,1
ZZEF1,0,0,0,0,0,1
MRPS31,0,0,0,0,0,1
WDFY3,0,1,0,0,0,1
AKT3,1,1,0,0,0,1
PTPN11,0,0,0,0,0,1
DTX4,0,0,0,0,0,1
RCOR1,0,0,0,0,0,1
BTN3A2,0,0,0,0,0,1
ARID5B,0,0,0,0,0,1
CHD9,0,0,0,0,0,1
ZNF609,0,0,0,0,0,1
NEMP1,0,0,0,0,0,1
TMEM41B,0,0,0,0,0,1
CHN1,0,0,0,0,0,1
STX10,0,0,0,0,0,1
HNRNPC,0,0,0,0,0,1
EXOSC7,0,0,0,0,0,1
PKN2,1,0,0,0,0,1
EXOC3,0,0,0,0,0,1
STX7,0,1,0,0,0,1
UFL1,0,0,0,0,0,1
TNPO1,0,0,0,0,0,1
QKI,0,0,0,0,0,1
WWP1,0,0,0,0,0,1
HACD2,0,0,0,0,0,1
HIVEP2,0,0,0,0,0,1
MAPK1IP1L,0,0,0,0,0,1
RFTN1,0,0,0,0,0,1
RRAS,0,1,0,0,0,1
DHX29,0,0,0,0,0,1
RHOBTB1,0,0,0,0,0,1
SNX4,0,0,0,0,0,1
EHBP1,0,0,0,0,0,1
ZCCHC14,0,0,0,0,0,1
IL1RN,0,0,0,0,0,1
LHFPL2,0,0,0,0,0,1
JADE2,0,0,0,0,0,1
PVR,0,0,0,0,0,1
TUBB4A,0,0,0,0,0,1
TIPARP,0,0,0,0,0,1
SMURF1,0,0,0,0,0,1
SPARC,0,0,0,0,0,1
CAMK2G,0,0,0,1,0,1
ELN,0,0,0,0,0,1
ATM,1,0,0,0,0,1
METAP1,0,0,0,0,0,1
CEP68,0,0,0,0,0,1
NF1,1,0,0,0,0,1
PPP1R14B,0,0,0,0,0,1
EPB41L3,1,0,0,0,0,1
LMF2,0,0,0,0,0,1
ZNF3,0,0,0,0,0,1
