,Gene stable ID,Gene name,Pathway ID,Pathway name
958,ENSG00000062598,ELMO2,GO:0006915,apoptosis
959,ENSG00000171431,KRT20,GO:0006915,apoptosis
960,ENSG00000256053,COA8,GO:0006915,apoptosis
961,ENSG00000133318,RTN3,GO:0006915,apoptosis
962,ENSG00000129675,ARHGEF6,GO:0006915,apoptosis
963,ENSG00000133317,LGALS12,GO:0006915,apoptosis
964,ENSG00000100453,GZMB,GO:0006915,apoptosis
965,ENSG00000010671,BTK,GO:0006915,apoptosis
966,ENSG00000278682,NLRP2,GO:0006915,apoptosis
967,ENSG00000116824,CD2,GO:0006915,apoptosis
968,ENSG00000184304,PRKD1,GO:0006915,apoptosis
969,ENSG00000081026,MAGI3,GO:0006915,apoptosis
970,ENSG00000156475,PPP2R2B,GO:0006915,apoptosis
971,ENSG00000089685,BIRC5,GO:0006915,apoptosis
972,ENSG00000163331,DAPL1,GO:0006915,apoptosis
973,ENSG00000226979,LTA,GO:0006915,apoptosis
974,ENSG00000235030,IER3,GO:0006915,apoptosis
975,ENSG00000002330,BAD,GO:0006915,apoptosis
976,ENSG00000174744,BRMS1,GO:0006915,apoptosis
977,ENSG00000088986,DYNLL1,GO:0006915,apoptosis
978,ENSG00000170855,TRIAP1,GO:0006915,apoptosis
979,ENSG00000179364,PACS2,GO:0006915,apoptosis
980,ENSG00000179021,C3orf38,GO:0006915,apoptosis
981,ENSG00000092421,SEMA6A,GO:0006915,apoptosis
982,ENSG00000232839,TRIM39,GO:0006915,apoptosis
983,ENSG00000198947,DMD,GO:0006915,apoptosis
984,ENSG00000143194,MAEL,GO:0006915,apoptosis
985,ENSG00000172977,KAT5,GO:0006915,apoptosis
986,ENSG00000130734,ATG4D,GO:0006915,apoptosis
987,ENSG00000106635,BCL7B,GO:0006915,apoptosis
988,ENSG00000114209,PDCD10,GO:0006915,apoptosis
989,ENSG00000204628,RACK1,GO:0006915,apoptosis
990,ENSG00000163874,ZC3H12A,GO:0006915,apoptosis
991,ENSG00000127946,HIP1,GO:0006915,apoptosis
992,ENSG00000249915,PDCD6,GO:0006915,apoptosis
993,ENSG00000188313,PLSCR1,GO:0006915,apoptosis
994,ENSG00000119408,NEK6,GO:0006915,apoptosis
995,ENSG00000135333,EPHA7,GO:0006915,apoptosis
996,ENSG00000090432,MUL1,GO:0006915,apoptosis
997,ENSG00000227231,IER3,GO:0006915,apoptosis
998,ENSG00000197386,HTT,GO:0006915,apoptosis
999,ENSG00000065243,PKN2,GO:0006915,apoptosis
1000,ENSG00000111640,GAPDH,GO:0006915,apoptosis
1001,ENSG00000197540,GZMM,GO:0006915,apoptosis
1002,ENSG00000106052,TAX1BP1,GO:0006915,apoptosis
1003,ENSG00000099385,BCL7C,GO:0006915,apoptosis
1004,ENSG00000112033,PPARD,GO:0006915,apoptosis
1005,ENSG00000164022,AIMP1,GO:0006915,apoptosis
1006,ENSG00000229929,TRIM39,GO:0006915,apoptosis
1007,ENSG00000109332,UBE2D3,GO:0006915,apoptosis
1008,ENSG00000111321,LTBR,GO:0006915,apoptosis
1009,ENSG00000147162,OGT,GO:0006915,apoptosis
1010,ENSG00000137331,IER3,GO:0006915,apoptosis
1011,ENSG00000135116,HRK,GO:0006915,apoptosis
1012,ENSG00000237155,IER3,GO:0006915,apoptosis
1013,ENSG00000123358,NR4A1,GO:0006915,apoptosis
1014,ENSG00000109861,CTSC,GO:0006915,apoptosis
1015,ENSG00000182782,HCAR2,GO:0006915,apoptosis
1016,ENSG00000147010,SH3KBP1,GO:0006915,apoptosis
1017,ENSG00000213523,SRA1,GO:0006915,apoptosis
1018,ENSG00000136305,CIDEB,GO:0006915,apoptosis
1019,ENSG00000169344,UMOD,GO:0006915,apoptosis
1020,ENSG00000133134,BEX2,GO:0006915,apoptosis
1021,ENSG00000187288,CIDEC,GO:0006915,apoptosis
1022,ENSG00000135476,ESPL1,GO:0006915,apoptosis
1023,ENSG00000162409,PRKAA2,hsa04140,autophagy
1024,ENSG00000072062,PRKACA,hsa04140,autophagy
1025,ENSG00000288516,PRKACA,hsa04140,autophagy
1026,ENSG00000132356,PRKAA1,hsa04140,autophagy
1027,ENSG00000155876,RRAGA,hsa04140,autophagy
1028,ENSG00000025039,RRAGD,hsa04140,autophagy
1029,ENSG00000181652,ATG9B,hsa04140,autophagy
1030,ENSG00000198925,ATG9A,hsa04140,autophagy
1031,ENSG00000102710,SUPT20H,hsa04140,autophagy
1032,ENSG00000223731,SUPT20HL1,hsa04140,autophagy
1033,ENSG00000283741,SMCR8,hsa04140,autophagy
1034,ENSG00000176994,SMCR8,hsa04140,autophagy
1035,ENSG00000164253,WDR41,hsa04140,autophagy
1036,ENSG00000147894,C9orf72,hsa04140,autophagy
1037,ENSG00000167461,RAB8A,hsa04140,autophagy
1038,ENSG00000155961,RAB39B,hsa04140,autophagy
1039,ENSG00000284099,SQSTM1,hsa04140,autophagy
1040,ENSG00000161011,SQSTM1,hsa04140,autophagy
1041,ENSG00000183735,TBK1,hsa04140,autophagy
1042,ENSG00000136560,TANK,hsa04140,autophagy
1043,ENSG00000138069,RAB1A,hsa04140,autophagy
1044,ENSG00000083750,RRAGB,hsa04140,autophagy
1045,ENSG00000116954,RRAGC,hsa04140,autophagy
1046,ENSG00000118046,STK11,hsa04140,autophagy
1047,ENSG00000223611,SUPT20HL2,hsa04140,autophagy
1048,ENSG00000163625,WDFY3,hsa04140,autophagy
1049,ENSG00000196998,WDR45,hsa04140,autophagy
1050,ENSG00000155792,DEPTOR,hsa04140,autophagy
1051,ENSG00000141564,RPTOR,hsa04140,autophagy
1052,ENSG00000106615,RHEB,hsa04140,autophagy
1053,ENSG00000165699,TSC1,hsa04140,autophagy
1054,ENSG00000103197,TSC2,hsa04140,autophagy
1055,ENSG00000168209,DDIT4,hsa04140,autophagy
1056,ENSG00000198793,MTOR,hsa04140,autophagy
1057,ENSG00000100644,HIF1A,hsa04140,autophagy
1058,ENSG00000100030,MAPK1,hsa04140,autophagy
1059,ENSG00000126934,MAP2K2,hsa04140,autophagy
1060,ENSG00000169032,MAP2K1,hsa04140,autophagy
1061,ENSG00000132155,RAF1,hsa04140,autophagy
1062,ENSG00000133818,RRAS2,hsa04140,autophagy
1063,ENSG00000126458,RRAS,hsa04140,autophagy
1064,ENSG00000102882,MAPK3,hsa04140,autophagy
1065,ENSG00000204673,AKT1S1,hsa04140,autophagy
1066,ENSG00000167965,MLST8,hsa04140,autophagy
1067,ENSG00000108443,RPS6KB1,hsa04140,autophagy
1068,ENSG00000142875,PRKACB,hsa04140,autophagy
1069,ENSG00000141580,WDR45B,hsa04140,autophagy
1070,ENSG00000070540,WIPI1,hsa04140,autophagy
1071,ENSG00000157954,WIPI2,hsa04140,autophagy
1072,ENSG00000066739,ATG2B,hsa04140,autophagy
1073,ENSG00000110046,ATG2A,hsa04140,autophagy
1074,ENSG00000023287,RB1CC1,hsa04140,autophagy
1075,ENSG00000123395,ATG101,hsa04140,autophagy
1076,ENSG00000175224,ATG13,hsa04140,autophagy
1077,ENSG00000083290,ULK2,hsa04140,autophagy
1078,ENSG00000177169,ULK1,hsa04140,autophagy
1079,ENSG00000104695,PPP2CB,hsa04140,autophagy
1080,ENSG00000113575,PPP2CA,hsa04140,autophagy
1081,ENSG00000089289,IGBP1,hsa04140,autophagy
1082,ENSG00000175634,RPS6KB2,hsa04140,autophagy
1083,ENSG00000292221,WDR45,hsa04140,autophagy
1084,ENSG00000165059,PRKACG,hsa04140,autophagy
1085,ENSG00000165828,PRAP1,hsa04140,autophagy
1086,ENSG00000107643,MAPK8,hsa04140,autophagy
1087,ENSG00000163719,MTMR14,hsa04140,autophagy
1088,ENSG00000165861,ZFYVE1,hsa04140,autophagy
1089,ENSG00000145782,ATG12,hsa04140,autophagy
1090,ENSG00000057663,ATG5,hsa04140,autophagy
1091,ENSG00000281089,ATG16L1,hsa04140,autophagy
1092,ENSG00000085978,ATG16L1,hsa04140,autophagy
1093,ENSG00000168010,ATG16L2,hsa04140,autophagy
1094,ENSG00000197548,ATG7,hsa04140,autophagy
1095,ENSG00000152348,ATG10,hsa04140,autophagy
1096,ENSG00000144848,ATG3,hsa04140,autophagy
1097,ENSG00000003402,CFLAR,hsa04140,autophagy
1098,ENSG00000172007,RAB33B,hsa04140,autophagy
1099,ENSG00000065675,PRKCQ,hsa04140,autophagy
1100,ENSG00000108389,MTMR4,hsa04140,autophagy
1101,ENSG00000170296,GABARAP,hsa04140,autophagy
1102,ENSG00000034713,GABARAPL2,hsa04140,autophagy
1103,ENSG00000197769,MAP1LC3C,hsa04140,autophagy
1104,ENSG00000140941,MAP1LC3B,hsa04140,autophagy
1105,ENSG00000101460,MAP1LC3A,hsa04140,autophagy
1106,ENSG00000258102,MAP1LC3B2,hsa04140,autophagy
1107,ENSG00000101844,ATG4A,hsa04140,autophagy
1108,ENSG00000168397,ATG4B,hsa04140,autophagy
1109,ENSG00000125703,ATG4C,hsa04140,autophagy
1110,ENSG00000130734,ATG4D,hsa04140,autophagy
1111,ENSG00000188554,NBR1,hsa04140,autophagy
1112,ENSG00000123240,OPTN,hsa04140,autophagy
1113,ENSG00000136436,CALCOCO2,hsa04140,autophagy
1114,ENSG00000106052,TAX1BP1,hsa04140,autophagy
1115,ENSG00000139112,GABARAPL1,hsa04140,autophagy
1116,ENSG00000163932,PRKCD,hsa04140,autophagy
1117,ENSG00000100330,MTMR3,hsa04140,autophagy
1118,ENSG00000128829,EIF2AK4,hsa04140,autophagy
1119,ENSG00000109339,MAPK10,hsa04140,autophagy
1120,ENSG00000050748,MAPK9,hsa04140,autophagy
1121,ENSG00000171791,BCL2,hsa04140,autophagy
1122,ENSG00000171552,BCL2L1,hsa04140,autophagy
1123,ENSG00000002330,BAD,hsa04140,autophagy
1124,ENSG00000126581,BECN1,hsa04140,autophagy
1125,ENSG00000196289,BECN2,hsa04140,autophagy
1126,ENSG00000148572,NRBF2,hsa04140,autophagy
1127,ENSG00000196455,PIK3R4,hsa04140,autophagy
1128,ENSG00000078142,PIK3C3,hsa04140,autophagy
1129,ENSG00000126775,ATG14,hsa04140,autophagy
1130,ENSG00000110497,AMBRA1,hsa04140,autophagy
1131,ENSG00000175104,TRAF6,hsa04140,autophagy
1132,ENSG00000134001,EIF2S1,hsa04140,autophagy
1133,ENSG00000078804,TP53INP2,hsa04140,autophagy
1134,ENSG00000136874,STX17,hsa04140,autophagy
1135,ENSG00000198382,UVRAG,hsa04140,autophagy
1136,ENSG00000145016,RUBCN,hsa04140,autophagy
1137,ENSG00000110931,CAMKK2,hsa04140,autophagy
1138,ENSG00000135341,MAP3K7,hsa04140,autophagy
1139,ENSG00000178607,ERN1,hsa04140,autophagy
1140,ENSG00000150995,ITPR1,hsa04140,autophagy
1141,ENSG00000196730,DAPK1,hsa04140,autophagy
1142,ENSG00000167657,DAPK3,hsa04140,autophagy
1143,ENSG00000035664,DAPK2,hsa04140,autophagy
1144,ENSG00000189403,HMGB1,hsa04140,autophagy
1145,ENSG00000158186,MRAS,hsa04140,autophagy
1146,ENSG00000172071,EIF2AK3,hsa04140,autophagy
1147,ENSG00000062716,VMP1,hsa04140,autophagy
1148,ENSG00000213281,NRAS,hsa04140,autophagy
1149,ENSG00000221983,UBA52,hsa04140,autophagy
1150,ENSG00000174775,HRAS,hsa04140,autophagy
1151,ENSG00000139719,VPS33A,hsa04140,autophagy
1152,ENSG00000104142,VPS18,hsa04140,autophagy
1153,ENSG00000215305,VPS16,hsa04140,autophagy
1154,ENSG00000160695,VPS11,hsa04140,autophagy
1155,ENSG00000280616,VPS11,hsa04140,autophagy
1156,ENSG00000225190,PLEKHM1,hsa04140,autophagy
1157,ENSG00000166887,VPS39,hsa04140,autophagy
1158,ENSG00000276358,PLEKHM1,hsa04140,autophagy
1159,ENSG00000152223,EPG5,hsa04140,autophagy
1160,ENSG00000079950,STX7,hsa04140,autophagy
1161,ENSG00000106636,YKT6,hsa04140,autophagy
1162,ENSG00000118640,VAMP8,hsa04140,autophagy
1163,ENSG00000099940,SNAP29,hsa04140,autophagy
1164,ENSG00000150991,UBC,hsa04140,autophagy
1165,ENSG00000277111,PLEKHM1,hsa04140,autophagy
1166,ENSG00000133703,KRAS,hsa04140,autophagy
1167,ENSG00000006715,VPS41,hsa04140,autophagy
1168,ENSG00000115806,GORASP2,hsa04140,autophagy
1169,ENSG00000176171,BNIP3,GO:0048102,autophagy
1170,ENSG00000129355,CDKN2D,GO:0048102,autophagy
1171,ENSG00000111276,CDKN1B,GO:0048102,autophagy
1172,ENSG00000164938,TP53INP1,GO:0048102,autophagy
1173,ENSG00000097033,SH3GLB1,GO:0048102,autophagy
1174,ENSG00000164733,CTSB,hsa04140,autophagy
1175,ENSG00000115760,BIRC6,hsa04140,autophagy
1176,ENSG00000285132,CTSB,hsa04140,autophagy
1177,ENSG00000117984,CTSD,hsa04140,autophagy
1178,ENSG00000005893,LAMP2,hsa04140,autophagy
1179,ENSG00000185896,LAMP1,hsa04140,autophagy
1180,ENSG00000276600,RAB7B,hsa04140,autophagy
1181,ENSG00000075785,RAB7A,hsa04140,autophagy
1182,ENSG00000114745,GORASP1,hsa04140,autophagy
1183,ENSG00000135047,CTSL,hsa04140,autophagy
1184,ENSG00000143947,RPS27A,hsa04140,autophagy
1185,ENSG00000170315,UBB,hsa04140,autophagy
1186,ENSG00000121879,PIK3CA,hsa04140,autophagy
1187,ENSG00000254647,INS,hsa04140,autophagy
1188,ENSG00000140443,IGF1R,hsa04140,autophagy
1189,ENSG00000169047,IRS1,hsa04140,autophagy
1190,ENSG00000185950,IRS2,hsa04140,autophagy
1191,ENSG00000133124,IRS4,hsa04140,autophagy
1192,ENSG00000171608,PIK3CD,hsa04140,autophagy
1193,ENSG00000145675,PIK3R1,hsa04140,autophagy
1194,ENSG00000105647,PIK3R2,hsa04140,autophagy
1195,ENSG00000117461,PIK3R3,hsa04140,autophagy
1196,ENSG00000051382,PIK3CB,hsa04140,autophagy
1197,ENSG00000140992,PDPK1,hsa04140,autophagy
1198,ENSG00000278139,P3R3URF-PIK3R3,hsa04140,autophagy
1199,ENSG00000171862,PTEN,hsa04140,autophagy
1200,ENSG00000284792,PTEN,hsa04140,autophagy
1201,ENSG00000117020,AKT3,hsa04140,autophagy
1202,ENSG00000276536,HRAS,hsa04140,autophagy
1203,ENSG00000275199,AKT3,hsa04140,autophagy
1204,ENSG00000105221,AKT2,hsa04140,autophagy
1205,ENSG00000142208,AKT1,hsa04140,autophagy
1206,ENSG00000266412,NCOA4,hsa04216,ferroptosis
1207,ENSG00000131669,NINJ1,GO:0097707,ferroptosis
1208,ENSG00000181867,FTMT,hsa04216,ferroptosis
1209,ENSG00000165168,CYBB,hsa04216,ferroptosis
1210,ENSG00000078668,VDAC3,hsa04216,ferroptosis
1211,ENSG00000165637,VDAC2,hsa04216,ferroptosis
1212,ENSG00000100292,HMOX1,hsa04216,ferroptosis
1213,ENSG00000171867,PRNP,hsa04216,ferroptosis
1214,ENSG00000167996,FTH1,hsa04216,ferroptosis
1215,ENSG00000197548,ATG7,hsa04216,ferroptosis
1216,ENSG00000169564,PCBP1,hsa04216,ferroptosis
1217,ENSG00000258102,MAP1LC3B2,hsa04216,ferroptosis
1218,ENSG00000047457,CP,hsa04216,ferroptosis
1219,ENSG00000138449,SLC40A1,hsa04216,ferroptosis
1220,ENSG00000197111,PCBP2,hsa04216,ferroptosis
1221,ENSG00000104635,SLC39A14,hsa04216,ferroptosis
1222,ENSG00000138821,SLC39A8,hsa04216,ferroptosis
1223,ENSG00000110911,SLC11A2,hsa04216,ferroptosis
1224,ENSG00000057663,ATG5,hsa04216,ferroptosis
1225,ENSG00000115107,STEAP3,hsa04216,ferroptosis
1226,ENSG00000072274,TFRC,hsa04216,ferroptosis
1227,ENSG00000091513,TF,hsa04216,ferroptosis
1228,ENSG00000130066,SAT1,hsa04216,ferroptosis
1229,ENSG00000141504,SAT2,hsa04216,ferroptosis
1230,ENSG00000161905,ALOX15,hsa04216,ferroptosis
1231,ENSG00000111684,LPCAT3,hsa04216,ferroptosis
1232,ENSG00000141510,TP53,hsa04216,ferroptosis
1233,ENSG00000197142,ACSL5,hsa04216,ferroptosis
1234,ENSG00000101460,MAP1LC3A,hsa04216,ferroptosis
1235,ENSG00000140941,MAP1LC3B,hsa04216,ferroptosis
1236,ENSG00000123983,ACSL3,hsa04216,ferroptosis
1237,ENSG00000087086,FTL,hsa04216,ferroptosis
1238,ENSG00000168003,SLC3A2,hsa04216,ferroptosis
1239,ENSG00000151012,SLC7A11,hsa04216,ferroptosis
1240,ENSG00000001084,GCLC,hsa04216,ferroptosis
1241,ENSG00000197769,MAP1LC3C,hsa04216,ferroptosis
1242,ENSG00000023909,GCLM,hsa04216,ferroptosis
1243,ENSG00000151726,ACSL1,hsa04216,ferroptosis
1244,ENSG00000068366,ACSL4,hsa04216,ferroptosis
1245,ENSG00000164398,ACSL6,hsa04216,ferroptosis
1246,ENSG00000167468,GPX4,hsa04216,ferroptosis
1247,ENSG00000100983,GSS,hsa04216,ferroptosis
1248,ENSG00000230143,FLOT1,R-HSA-5213460,necroptosis
1249,ENSG00000206379,FLOT1,R-HSA-5213460,necroptosis
1250,ENSG00000147162,OGT,R-HSA-5213460,necroptosis
1251,ENSG00000197442,MAP3K5,GO:0097300,necroptosis
1252,ENSG00000221983,UBA52,R-HSA-5213460,necroptosis
1253,ENSG00000170315,UBB,R-HSA-5213460,necroptosis
1254,ENSG00000143947,RPS27A,R-HSA-5213460,necroptosis
1255,ENSG00000150991,UBC,R-HSA-5213460,necroptosis
1256,ENSG00000103266,STUB1,R-HSA-5213460,necroptosis
1257,ENSG00000185345,PRKN,R-HSA-5213460,necroptosis
1258,ENSG00000132589,FLOT2,R-HSA-5213460,necroptosis
1259,ENSG00000206480,FLOT1,R-HSA-5213460,necroptosis
1260,ENSG00000232280,FLOT1,R-HSA-5213460,necroptosis
1261,ENSG00000078747,ITCH,R-HSA-5213460,necroptosis
1262,ENSG00000197329,PELI1,R-HSA-5213460,necroptosis
1263,ENSG00000185651,UBE2L3,R-HSA-5213460,necroptosis
1264,ENSG00000137575,SDCBP,R-HSA-5213460,necroptosis
1265,ENSG00000170248,PDCD6IP,R-HSA-5213460,necroptosis
1266,ENSG00000285379,RIPK3,GO:0097300,necroptosis
1267,ENSG00000131669,NINJ1,GO:0097300,necroptosis
1268,ENSG00000129465,RIPK3,GO:0097300,necroptosis
1269,ENSG00000126456,IRF3,GO:0097300,necroptosis
1270,ENSG00000105401,CDC37,R-HSA-5213460,necroptosis
1271,ENSG00000127191,TRAF2,GO:0097300,necroptosis
1272,ENSG00000198925,ATG9A,GO:0097300,necroptosis
1273,ENSG00000181652,ATG9B,GO:0097300,necroptosis
1274,ENSG00000137312,FLOT1,R-HSA-5213460,necroptosis
1275,ENSG00000137275,RIPK1,GO:0097300,necroptosis
1276,ENSG00000164695,CHMP4C,hsa04217,necroptosis
1277,ENSG00000196262,PPIA,hsa04217,necroptosis
1278,ENSG00000162909,CAPN2,hsa04217,necroptosis
1279,ENSG00000014216,CAPN1,hsa04217,necroptosis
1280,ENSG00000161905,ALOX15,hsa04217,necroptosis
1281,ENSG00000168907,PLA2G4F,hsa04217,necroptosis
1282,ENSG00000159337,PLA2G4D,hsa04217,necroptosis
1283,ENSG00000105499,PLA2G4C,hsa04217,necroptosis
1284,ENSG00000243708,PLA2G4B,hsa04217,necroptosis
1285,ENSG00000168970,JMJD7-PLA2G4B,hsa04217,necroptosis
1286,ENSG00000116711,PLA2G4A,hsa04217,necroptosis
1287,ENSG00000188089,PLA2G4E,hsa04217,necroptosis
1288,ENSG00000087086,FTL,hsa04217,necroptosis
1289,ENSG00000167996,FTH1,hsa04217,necroptosis
1290,ENSG00000050748,MAPK9,hsa04217,necroptosis
1291,ENSG00000109339,MAPK10,hsa04217,necroptosis
1292,ENSG00000107643,MAPK8,hsa04217,necroptosis
1293,ENSG00000100994,PYGB,hsa04217,necroptosis
1294,ENSG00000068976,PYGM,hsa04217,necroptosis
1295,ENSG00000166311,SMPD1,hsa04217,necroptosis
1296,ENSG00000168404,MLKL,hsa04217,necroptosis
1297,ENSG00000247077,PGAM5,hsa04217,necroptosis
1298,ENSG00000087470,DNM1L,hsa04217,necroptosis
1299,ENSG00000147457,CHMP7,hsa04217,necroptosis
1300,ENSG00000086065,CHMP5,hsa04217,necroptosis
1301,ENSG00000131165,CHMP1A,hsa04217,necroptosis
1302,ENSG00000255112,CHMP1B,hsa04217,necroptosis
1303,ENSG00000171791,BCL2,hsa04217,necroptosis
1304,ENSG00000119541,VPS4B,hsa04217,necroptosis
1305,ENSG00000176108,CHMP6,hsa04217,necroptosis
1306,ENSG00000254505,CHMP4A,hsa04217,necroptosis
1307,ENSG00000100504,PYGL,hsa04217,necroptosis
1308,ENSG00000285302,CHMP4A,hsa04217,necroptosis
1309,ENSG00000249884,RNF103-CHMP3,hsa04217,necroptosis
1310,ENSG00000115561,CHMP3,hsa04217,necroptosis
1311,ENSG00000083937,CHMP2B,hsa04217,necroptosis
1312,ENSG00000130724,CHMP2A,hsa04217,necroptosis
1313,ENSG00000125538,IL1B,hsa04217,necroptosis
1314,ENSG00000137752,CASP1,hsa04217,necroptosis
1315,ENSG00000103490,PYCARD,hsa04217,necroptosis
1316,ENSG00000162711,NLRP3,hsa04217,necroptosis
1317,ENSG00000101421,CHMP4B,hsa04217,necroptosis
1318,ENSG00000092439,TRPM7,hsa04217,necroptosis
1319,ENSG00000135821,GLUL,hsa04217,necroptosis
1320,ENSG00000182890,GLUD2,hsa04217,necroptosis
1321,ENSG00000092098,RNF31,hsa04217,necroptosis
1322,ENSG00000285152,RNF31,hsa04217,necroptosis
1323,ENSG00000125826,RBCK1,hsa04217,necroptosis
1324,ENSG00000101966,XIAP,hsa04217,necroptosis
1325,ENSG00000023445,BIRC3,hsa04217,necroptosis
1326,ENSG00000110330,BIRC2,hsa04217,necroptosis
1327,ENSG00000082512,TRAF5,hsa04217,necroptosis
1328,ENSG00000102871,TRADD,hsa04217,necroptosis
1329,ENSG00000067182,TNFRSF1A,hsa04217,necroptosis
1330,ENSG00000232810,TNF,hsa04217,necroptosis
1331,ENSG00000206439,TNF,hsa04217,necroptosis
1332,ENSG00000228321,TNF,hsa04217,necroptosis
1333,ENSG00000223952,TNF,hsa04217,necroptosis
1334,ENSG00000230108,TNF,hsa04217,necroptosis
1335,ENSG00000228849,TNF,hsa04217,necroptosis
1336,ENSG00000204490,TNF,hsa04217,necroptosis
1337,ENSG00000228978,TNF,hsa04217,necroptosis
1338,ENSG00000179526,SHARPIN,hsa04217,necroptosis
1339,ENSG00000158792,SPATA2L,hsa04217,necroptosis
1340,ENSG00000158480,SPATA2,hsa04217,necroptosis
1341,ENSG00000083799,CYLD,hsa04217,necroptosis
1342,ENSG00000288118,GLUD2,hsa04217,necroptosis
1343,ENSG00000078668,VDAC3,hsa04217,necroptosis
1344,ENSG00000165637,VDAC2,hsa04217,necroptosis
1345,ENSG00000213585,VDAC1,hsa04217,necroptosis
1346,ENSG00000171497,PPID,hsa04217,necroptosis
1347,ENSG00000151475,SLC25A31,hsa04217,necroptosis
1348,ENSG00000169100,SLC25A6,hsa04217,necroptosis
1349,ENSG00000292334,SLC25A6,hsa04217,necroptosis
1350,ENSG00000148672,GLUD1,hsa04217,necroptosis
1351,ENSG00000005022,SLC25A5,hsa04217,necroptosis
1352,ENSG00000148660,CAMK2G,hsa04217,necroptosis
1353,ENSG00000058404,CAMK2B,hsa04217,necroptosis
1354,ENSG00000145349,CAMK2D,hsa04217,necroptosis
1355,ENSG00000070808,CAMK2A,hsa04217,necroptosis
1356,ENSG00000165168,CYBB,hsa04217,necroptosis
1357,ENSG00000003402,CFLAR,hsa04217,necroptosis
1358,ENSG00000064012,CASP8,hsa04217,necroptosis
1359,ENSG00000168040,FADD,hsa04217,necroptosis
1360,ENSG00000151729,SLC25A4,hsa04217,necroptosis
1361,ENSG00000115008,IL1A,hsa04217,necroptosis
1362,ENSG00000132612,VPS4A,hsa04217,necroptosis
1363,ENSG00000189403,HMGB1,hsa04217,necroptosis
1364,ENSG00000181218,H2AC25,hsa04217,necroptosis
1365,ENSG00000284841,H2AC25,hsa04217,necroptosis
1366,ENSG00000164508,H2AC1,hsa04217,necroptosis
1367,ENSG00000274997,H2AC12,hsa04217,necroptosis
1368,ENSG00000184260,H2AC20,hsa04217,necroptosis
1369,ENSG00000188486,H2AX,hsa04217,necroptosis
1370,ENSG00000156709,AIFM1,hsa04217,necroptosis
1371,ENSG00000087088,BAX,hsa04217,necroptosis
1372,ENSG00000015475,BID,hsa04217,necroptosis
1373,ENSG00000143799,PARP1,hsa04217,necroptosis
1374,ENSG00000118503,TNFAIP3,hsa04217,necroptosis
1375,ENSG00000096384,HSP90AB1,hsa04217,necroptosis
1376,ENSG00000137033,IL33,hsa04217,necroptosis
1377,ENSG00000161011,SQSTM1,hsa04217,necroptosis
1378,ENSG00000284099,SQSTM1,hsa04217,necroptosis
1379,ENSG00000143258,USP21,hsa04217,necroptosis
1380,ENSG00000124256,ZBP1,hsa04217,necroptosis
1381,ENSG00000277745,H2AB3,hsa04217,necroptosis
1382,ENSG00000277075,H2AC8,hsa04217,necroptosis
1383,ENSG00000278463,H2AC4,hsa04217,necroptosis
1384,ENSG00000099284,MACROH2A2,hsa04217,necroptosis
1385,ENSG00000229674,H2AL3,hsa04217,necroptosis
1386,ENSG00000277858,H2AB2,hsa04217,necroptosis
1387,ENSG00000276903,H2AC16,hsa04217,necroptosis
1388,ENSG00000276368,H2AC14,hsa04217,necroptosis
1389,ENSG00000196747,H2AC13,hsa04217,necroptosis
1390,ENSG00000180573,H2AC6,hsa04217,necroptosis
1391,ENSG00000275221,H2AC15,hsa04217,necroptosis
1392,ENSG00000164032,H2AZ1,hsa04217,necroptosis
1393,ENSG00000164342,TLR3,hsa04217,necroptosis
1394,ENSG00000196866,H2AC7,hsa04217,necroptosis
1395,ENSG00000184270,H2AC21,hsa04217,necroptosis
1396,ENSG00000196787,H2AC11,hsa04217,necroptosis
1397,ENSG00000288825,H2AC18,hsa04217,necroptosis
1398,ENSG00000278677,H2AC17,hsa04217,necroptosis
1399,ENSG00000274183,H2AB1,hsa04217,necroptosis
1400,ENSG00000246705,H2AJ,hsa04217,necroptosis
1401,ENSG00000288859,H2AC19,hsa04217,necroptosis
1402,ENSG00000113648,MACROH2A1,hsa04217,necroptosis
1403,ENSG00000105968,H2AZ2,hsa04217,necroptosis
1404,ENSG00000127666,TICAM1,hsa04217,necroptosis
1405,ENSG00000080824,HSP90AA1,hsa04217,necroptosis
1406,ENSG00000136869,TLR4,hsa04217,necroptosis
1407,ENSG00000234829,IFNA17,hsa04217,necroptosis
1408,ENSG00000243414,TICAM2,hsa04217,necroptosis
1409,ENSG00000228083,IFNA14,hsa04217,necroptosis
1410,ENSG00000233816,IFNA13,hsa04217,necroptosis
1411,ENSG00000186803,IFNA10,hsa04217,necroptosis
1412,ENSG00000120242,IFNA8,hsa04217,necroptosis
1413,ENSG00000214042,IFNA7,hsa04217,necroptosis
1414,ENSG00000120235,IFNA6,hsa04217,necroptosis
1415,ENSG00000147873,IFNA5,hsa04217,necroptosis
1416,ENSG00000236637,IFNA4,hsa04217,necroptosis
1417,ENSG00000188379,IFNA2,hsa04217,necroptosis
1418,ENSG00000197919,IFNA1,hsa04217,necroptosis
1419,ENSG00000026103,FAS,hsa04217,necroptosis
1420,ENSG00000117560,FASLG,hsa04217,necroptosis
1421,ENSG00000120889,TNFRSF10B,hsa04217,necroptosis
1422,ENSG00000104689,TNFRSF10A,hsa04217,necroptosis
1423,ENSG00000121858,TNFSF10,hsa04217,necroptosis
1424,ENSG00000137080,IFNA21,hsa04217,necroptosis
